상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
스트라다커피랩,음식,비알코올 ,카페,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 46,126.970161633539,37.5366858178753
23번가김밥집,음식,기타 간이,김밥/만두/분식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로 319-1,126.964715843487,37.5385574250494
엠엔씨푸드시스템,음식,한식,백반/한정식,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 48,126.923418329351,37.5485501061143
시저,음식,주점,요리 주점,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 26,126.96843175419,37.5365896249068
정림식당,음식,한식,백반/한정식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 32,126.968639312221,37.5387719668696
까리뇨,음식,서양식,경양식,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로3길 34,126.921045566164,37.5459334523595
이조참치,음식,일식,일식 회/초밥,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 54,126.972458005881,37.5359038916257
고려식당,음식,한식,백반/한정식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 22,126.96828148443,37.5384624857897
한강집생태,음식,한식,백반/한정식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로 400,126.973003159014,37.5357554562367
피자헤븐,음식,기타 간이,피자,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 74,126.969848390117,37.5380706952418
붐박스,음식,주점,요리 주점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로90라길 29,126.968957345245,37.5386846396618
밤과음악사이,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 5,126.922615785599,37.5500565328271
배리쿡,음식,한식,국수/칼국수,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로11길 10,126.922415317325,37.549045538846
홍천화로구이,음식,한식,돼지고기 구이/찜,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 백범로99길 42,126.971900547497,37.5361243009906
삼미식당,음식,한식,백반/한정식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 백범로90다길 75,126.96729812695,37.5342820510765
일미감자탕,음식,한식,국/탕/찌개류,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 38,126.9695280661,37.5366802908514
헬로헬로,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29바길 12,126.925983511891,37.5559079302454
지로우라멘,음식,일식,일식 면 요리,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29가길 79,126.925155294995,37.553683836727
국시와가래떡,음식,한식,국수/칼국수,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 8,126.923484487361,37.5526053880934
노사이드,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로37길 48,126.928448140689,37.5568854262951
이쁜이쭈꾸미,음식,한식,해산물 구이/찜,서울특별시,마포구,용강동,대흥동,서울특별시 마포구 대흥로 68,126.940708568851,37.5462826889168
비닐,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 61-1,126.922909730703,37.5500772354522
김밥/만두/분식,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로 86,126.934658826297,37.5547070522615
전주집,음식,한식,백반/한정식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로21길 12,126.945144969971,37.5534856852876
대복식당당인동국수공장,음식,한식,국수/칼국수,서울특별시,마포구,서강동,당인동,서울특별시 마포구 와우산로3길 48-3,126.920221656108,37.5457817543514
엽기떡볶이홍대2호점,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 79,126.924368886091,37.5556409403837
커피랩,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 14,126.929222625466,37.5549642287037
다.우리가마솥설렁탕,음식,한식,국/탕/찌개류,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로3길 31,126.921240127007,37.5457820532089
김밥천국,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 155-1,126.930014767987,37.5549714101909
띠아모마포펜트라우스점,음식,비알코올 ,카페,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 205,126.954115220636,37.5440955322874
홍대무라,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 49,126.920938845121,37.5486265867831
틈,음식,주점,요리 주점,서울특별시,마포구,서강동,당인동,서울특별시 마포구 와우산로3길 46,126.920414788962,37.545729457931
비비리2,음식,주점,생맥주 전문,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 48,126.923700397868,37.5549050066436
웰빙봉평메밀마을,음식,한식,국수/칼국수,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 101-1,126.94281645897,37.5476711639143
옛날짜장,음식,중식,중국집,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 116,126.943805594145,37.5497524115522
사랑채,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12가길 36,126.934503504704,37.5552823162091
카페더노라,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 75,126.92305142571,37.5512408691464
온달만두분식,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 109,126.943477449574,37.5473436948097
철길왕갈비,음식,한식,돼지고기 구이/찜,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로32길 24,126.931651779119,37.5544636312848
한솥도시락신촌,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로 13,126.937483690434,37.5534350097319
빅마마삐삐,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 21,126.921863922875,37.5511849797148
백정푸드,음식,한식,돼지고기 구이/찜,서울특별시,마포구,염리동,염리동,서울특별시 마포구 신촌로 190-16,126.947751020753,37.5564913850447
디스,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 11,126.922476139254,37.5511094748873
연래춘,음식,중식,중국집,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 신촌로22길 9,126.940384589404,37.5555785247129
롯데리아대흥역점,음식,기타 간이,버거,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 82,126.940577184787,37.5475699996142
싱크홀,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 73,126.922998217783,37.5510061135143
더파이브올스,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 26-5,126.928468653278,37.5554529600102
자세,음식,주점,일반 유흥 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 6-11,126.922851797136,37.5517436302646
영광굴비정식,음식,한식,횟집,서울특별시,마포구,신수동,신수동,서울특별시 마포구 대흥로 43,126.938660269164,37.5446874724916
서강촌뜨기,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로 13,126.937483690434,37.5534350097319
스지큐,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 10,126.922470369539,37.5499380706766
홍천식당,음식,한식,백반/한정식,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로28가길 35,126.951788533127,37.5567075081817
타마고,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29다길 11-1,126.927899132739,37.5549161766108
더퍼즐,음식,비알코올 ,카페,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 188-1,126.946130183191,37.5558552103136
돈포미삼겹살,음식,한식,돼지고기 구이/찜,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로 76-5,126.934374919037,37.5555694884606
태종대,음식,한식,돼지고기 구이/찜,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 127-20,126.945604818114,37.5465517733059
괜찮은생고기,음식,한식,돼지고기 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 23,126.922048034612,37.5494026022213
김가네서강대점,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 35,126.943045399174,37.5514936288891
풍년식당,음식,한식,국수/칼국수,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12가길 30-4,126.934152440084,37.5552971682851
타코몽,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 49,126.932067786452,37.5570353577574
피아노카페,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 18-5,126.924472573558,37.5539389209282
코케인,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 56,126.927136110946,37.5560355446529
베이킹스튜디오류,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 14,126.927582321387,37.5541203846683
김영곤초밥,음식,주점,요리 주점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 82,126.940577184787,37.5475699996142
김밥천지,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 신촌로22길 9,126.940384589404,37.5555785247129
홍대수족관,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29바길 6,126.926195292421,37.5561351163578
파리바게트서강신수,음식,기타 간이,빵/도넛,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로 44,126.937855649661,37.5495548710989
원조분석,음식,중식,중국집,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 98,126.94263553061,37.5484624604056
이가네,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로16길 20,126.934521619682,37.554804928536
쵸쵸,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 45,126.927505469051,37.5555343184537
포근한다락방카페,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로12길 28,126.93247941455,37.5551559075943
올오브락,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 156,126.930390009506,37.5548486646929
명성회관,음식,한식,돼지고기 구이/찜,서울특별시,마포구,염리동,염리동,서울특별시 마포구 대흥로30길 17,126.947015947771,37.5564487898547
애쉬앤블룸1,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 44,126.927773964502,37.5557530065546
퐁포네뜨,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로25길 11,126.925831546147,37.5538792093967
아메노히커피점,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로 168,126.931011367772,37.5557192901855
호남식당,음식,한식,백반/한정식,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로4길 11-5,126.93772075831,37.5494905847152
청춘고양이카페,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 12-6,126.923132007942,37.5527193088961
뚜레쥬르,음식,기타 간이,빵/도넛,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로 178,126.950055876048,37.5438702879188
콜링,음식,비알코올 ,카페,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 161,126.945744853165,37.5534820328582
카미야,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 28-6,126.922364468861,37.552577150031
머거봐닭강정,음식,기타 간이,치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로28길 8,126.946376202198,37.555262719167
봉주르,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 155-1,126.930014767987,37.5549714101909
해돋이,음식,한식,백반/한정식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 80-5,126.941769361454,37.5472923570401
케이크만들기단하나,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 9,126.924366793098,37.5534243648617
대흥다방,음식,비알코올 ,카페,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 101,126.942690972972,37.5477421236386
동아냉면,음식,한식,냉면/밀면,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로31길 7,126.948679005411,37.5452186111812
본스치킨,음식,기타 간이,치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 82,126.940577184787,37.5475699996142
남해돌수산,음식,한식,횟집,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 104,126.942822057586,37.5472747557108
투썸플레이스,음식,비알코올 ,카페,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 35,126.943045399174,37.5514936288891
신촌즉석생우동,음식,일식,일식 면 요리,서울특별시,마포구,용강동,대흥동,서울특별시 마포구 대흥로 38,126.938724761834,37.544129406244
하카타나카,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 50,126.923710159248,37.5550132203197
재모식당,음식,한식,백반/한정식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 114-1,126.943705025329,37.5496614077529
프리모바치오,음식,서양식,경양식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 44,126.923679579396,37.5547786713844
함지박,음식,한식,백반/한정식,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로32길 41,126.932495100553,37.5548496959028
부성감자탕,음식,한식,국/탕/찌개류,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로28길 3,126.946181919846,37.5553961413506
짜장상회,음식,중식,중국집,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 52,126.938062336238,37.5501424068191
또바기치킨,음식,주점,요리 주점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 27,126.92279695265,37.5469045458527
장군주먹고기,음식,한식,돼지고기 구이/찜,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 3,126.937334080538,37.5544067867867
엄마솜씨짱,음식,한식,백반/한정식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 157,126.945725139984,37.553274617404
동강해물찜,음식,한식,해산물 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 15,126.924182757223,37.5536299271515
웰빙생삼겹살,음식,한식,백반/한정식,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로 36,126.936937044272,37.5496907705933
에프알씨스위트롤,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로12길 28,126.93247941455,37.5551559075943
오시리야,음식,주점,요리 주점,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로32길 41,126.932495100553,37.5548496959028
맛밥김밥,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 194,126.946113664443,37.556224489525
나주곰탕&오우돈,음식,한식,국/탕/찌개류,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로18길 19,126.934942631395,37.554646539946
수염,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 21,126.926505030274,37.5550566859605
지니돈까스,음식,서양식,경양식,서울특별시,마포구,용강동,대흥동,서울특별시 마포구 대흥로 52,126.939560731445,37.5450289482905
톨,음식,일식,일식 회/초밥,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로20안길 11,126.944539074595,37.5499031370972
천장어,음식,한식,해산물 구이/찜,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 122,126.944416732069,37.5465411579772
서교동고기집,음식,한식,돼지고기 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로35길 67,126.92710727771,37.5564677814396
밤차,음식,주점,요리 주점,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로 260-1,126.954623983528,37.5570930643613
뚜레쥬르,음식,기타 간이,빵/도넛,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 194,126.946113664443,37.556224489525
벌떼식당,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 신촌로20길 12,126.938168799831,37.5546035151768
돼지궁뎅이소풍가는날,음식,한식,돼지고기 구이/찜,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로28길 8,126.946376202198,37.555262719167
산호,음식,주점,일반 유흥 주점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로15길 5,126.942962921323,37.5477175272554
대박치킨,음식,기타 간이,치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로16길 26,126.941802562889,37.5465447900153
미로식당,음식,한식,백반/한정식,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로30길 80,126.927872408381,37.5520416175069
그문화다방,음식,비알코올 ,카페,서울특별시,마포구,서강동,당인동,서울특별시 마포구 와우산로3길 49,126.920293833641,37.5454850711029
종금양꼬치,음식,주점,요리 주점,서울특별시,마포구,염리동,염리동,서울특별시 마포구 대흥로30길 21,126.947208456895,37.5564414962107
고주파,음식,한식,백반/한정식,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로6길 28,126.93870602926,37.5486434558451
와우골,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로14길 39,126.933000212006,37.5543496794796
예강설렁탕,음식,한식,국/탕/찌개류,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로12길 30,126.932492658702,37.5550208713809
아마존,음식,주점,요리 주점,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로 283,126.957661535675,37.5575974723809
잘알지도못하면서,음식,주점,생맥주 전문,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로 150-1,126.929899306532,37.5543396360299
태광식당,음식,한식,백반/한정식,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로6안길 4,126.938418544338,37.5489652462736
36.5도씨여름,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 9,126.929182259024,37.5546214675784
신촌맛집,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로20길 10,126.944637485178,37.5501472979397
미락,음식,한식,횟집,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 205,126.954115220636,37.5440955322874
찜땍,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12가길 33,126.934421467651,37.5554798046004
스트레인지플룻,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 64,126.926782199205,37.5562485775152
리위쿠키,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 199,126.95287979555,37.5434268216899
씨디엔에이삼거리포차,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 70,126.923296962192,37.5506934742952
문화지형연구소씨티알제비,음식,비알코올 ,카페,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 24,126.923106607299,37.5466190375475
도회푸드건강한쌈,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12가길 30,126.9341965508,37.5553786600728
도미노피자,음식,기타 간이,피자,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 123,126.944922229181,37.5468069781233
김밥천국,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 68,126.93910904208,37.548953431598
에쎄카페,음식,비알코올 ,카페,서울특별시,마포구,공덕동,공덕동,서울특별시 마포구 백범로 192,126.951603888541,37.5432262811604
옴산띠,음식,동남아시아,베트남식 전문,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 70,126.924981525104,37.5555383955097
신난향꿀짜장,음식,중식,중국집,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로32길 3-14,126.953948506023,37.5568347900864
국제식당,음식,한식,돼지고기 구이/찜,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 39-4,126.922644574191,37.5480564869603
닥터로빈,음식,서양식,경양식,서울특별시,마포구,공덕동,공덕동,서울특별시 마포구 백범로 192,126.951603888541,37.5432262811604
일만족발마포,음식,한식,족발/보쌈,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로17길 1,126.943658747382,37.5473272960647
엄마손칼국수,음식,한식,국수/칼국수,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로20길 12,126.943931835064,37.5464196866307
쥬마뺄,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로37길 42,126.92872128706,37.5567797803458
족발야시장서강대점,음식,한식,족발/보쌈,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로 28,126.936139146659,37.5492961364838
스트라다,음식,비알코올 ,카페,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 46,126.970161633539,37.5366858178753
청춘부추소곱창,음식,한식,곱창 전골/구이,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 28-12,126.922463069382,37.5528033097665
필,음식,주점,일반 유흥 주점,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 135,126.946084365392,37.546249700283
미플,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 109,126.937777969987,37.5558254142018
원당감자탕,음식,한식,국/탕/찌개류,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 20-6,126.922963824445,37.5526096501049
라임타임,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로4길 11,126.928769615545,37.5573568839203
꼼보포차,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 19,126.921891200996,37.5500769500906
청년장사꾼,음식,기타 간이,치킨,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 54,126.969557266821,37.5394918062124
까미네치킨,음식,기타 간이,치킨,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
김밥천국,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 신촌로 170,126.944357689968,37.5563439582418
웰빙전통차,음식,비알코올 ,카페,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로37안길 8,126.956501691938,37.5579836850567
다모아,음식,주점,요리 주점,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로37안길 8,126.956501691938,37.5579836850567
웅네서서갈비,음식,한식,돼지고기 구이/찜,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 13-1,126.942501358727,37.5579582286696
주영식당,음식,한식,백반/한정식,서울특별시,마포구,염리동,염리동,서울특별시 마포구 대흥로30길 13,126.946812502412,37.5564289544111
이코노스시,음식,일식,일식 회/초밥,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 14,126.943035031077,37.557836861954
무교동낙지,음식,한식,해산물 구이/찜,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 87-4,126.936251270068,37.5557395856445
고향전주비빔밥,음식,한식,백반/한정식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
종로김밥,음식,기타 간이,김밥/만두/분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 127,126.939976134226,37.556448867196
위고랜드,음식,주점,요리 주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 141,126.941554976799,37.5568504792137
가로판매점,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로 273,126.956540919321,37.5576055944732
투썸플레이스신촌기차역점,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 31,126.941899252131,37.5589169468188
포멜로빈,음식,비알코올 ,카페,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로 170,126.949246587895,37.5442865791136
장수보감,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 8-7,126.937825155584,37.5540958415868
까사라티나,음식,동남아시아,베트남식 전문,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29가길 13,126.928678186065,37.5542564789553
보울룸신촌,음식,서양식,경양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
승미곱창,음식,한식,곱창 전골/구이,서울특별시,마포구,염리동,염리동,서울특별시 마포구 대흥로30길 18-1,126.947075446524,37.5562420811355
한솥도시락,음식,한식,백반/한정식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 189,126.946960538536,37.5571691281343
돈치킨호프구운치킨,음식,기타 간이,치킨,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12다길 28,126.933959397543,37.5545475623285
김밥천국카페,음식,기타 간이,김밥/만두/분식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 189,126.946960538536,37.5571691281343
부산어묵,음식,기타 간이,김밥/만두/분식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 187,126.946668333035,37.5570223550596
모노치즈,음식,비알코올 ,카페,서울특별시,마포구,염리동,염리동,서울특별시 마포구 신촌로 190,126.946685610225,37.5565990201342
카페줄,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로4길 11,126.928769615545,37.5573568839203
남도벌교음식점,음식,한식,백반/한정식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 16,126.943156461968,37.5580541986301
강산애,음식,한식,돼지고기 구이/찜,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로1길 10,126.928331156405,37.5587314944937
우리들의공간,음식,주점,요리 주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 9-1,126.9426189829,37.5576439181332
거촌,음식,중식,중국집,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 67,126.934022207262,37.5564943753924
홍대율촌,음식,한식,국수/칼국수,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 100,126.924714689246,37.5528418581379
탐앤탐스커피신촌,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 109,126.937777969987,37.5558254142018
신촌시크릿,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 109,126.937777969987,37.5558254142018
따봉이네,음식,기타 간이,김밥/만두/분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 117,126.938940885198,37.5560250894713
올인단란주점,음식,주점,일반 유흥 주점,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로 236-1,126.951921683172,37.556897908844
이디아,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 87-20,126.936444210397,37.556498197347
무사시,음식,일식,일식 회/초밥,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 125,126.939740656077,37.5562935759546
